source,aim,w
10.0,43.0,0.02519763153394848
10.0,44.0,0.03984095364447979
10.0,45.0,0.00933520056018673
10.0,48.0,0.021698151830137312
10.0,49.0,0.02534897002097912
10.0,52.0,0.02010075630518424
10.0,53.0,0.01005037815259212
10.0,55.0,0.13216542762159073
10.0,56.0,0.08133257084405582
10.0,57.0,0.017609018126512475
10.0,58.0,0.0254000254000381
10.0,61.0,0.009724332766526305
10.0,62.0,0.008606629658238704
10.0,64.0,0.010166571355506979
10.0,65.0,0.02010075630518424
10.0,66.0,0.010959932487023821
10.0,67.0,0.00754851356096397
10.0,68.0,0.14059189831332755
10.0,71.0,0.008679260732054925
10.0,73.0,0.022222222222222227
10.0,74.0,0.011433239009500587
10.0,75.0,0.011433239009500587
10.0,76.0,0.00875376219064817
10.0,77.0,0.023210354127426374
10.0,78.0,0.043839729948095284
10.0,79.0,0.011785113019775792
10.0,82.0,0.011973686801784992
10.0,83.0,0.011973686801784992
10.0,85.0,0.036514837167011066
10.0,86.0,0.036514837167011066
10.0,88.0,0.01259881576697424
10.0,91.0,0.012830005981991684
10.0,93.0,0.01259881576697424
10.0,95.0,0.013074409009212268
10.0,96.0,0.03849001794597505
10.0,97.0,0.043839729948095284
10.0,98.0,0.012379689211803458
10.0,100.0,0.013074409009212268
10.0,101.0,0.012171612389003692
10.0,103.0,0.04
10.0,104.0,0.026148818018424537
10.0,105.0,0.011785113019775792
11.0,12.0,0.010663368641316005
11.0,14.0,0.00544718547187545
11.0,16.0,0.13272217656353258
11.0,17.0,0.005294786407991521
11.0,19.0,0.006106877346169692
11.0,20.0,0.004978637688583696
11.0,22.0,0.03499156804802823
11.0,24.0,0.0986914301754864
11.0,25.0,0.01308279810793186
11.0,29.0,0.20245779780388531
11.0,30.0,0.3879899991042903
11.0,32.0,0.03348716954670952
11.0,33.0,0.050669459193813986
11.0,35.0,0.016601083588089847
11.0,36.0,0.06697433909341904
11.0,37.0,0.2746809387863398
11.0,40.0,0.1147727753247592
11.0,42.0,0.3735243807320216
11.0,43.0,0.008032711545198
11.0,44.0,0.0304819971239475
11.0,47.0,0.06510008528116758
11.0,48.0,0.07885514704342676
11.0,49.0,0.0969714779131018
11.0,52.0,0.009611830601359905
11.0,55.0,0.029168861165856118
11.0,56.0,0.029168861165856118
11.0,59.0,0.009838022268349251
11.0,65.0,0.01922366120271981
11.0,70.0,0.010626278551055638
11.0,72.0,0.02705008904002297
11.0,73.0,0.10626278551055636
11.0,75.0,0.04373740168406954
11.0,76.0,0.00837179238667738
11.0,80.0,0.00683553985995885
11.0,81.0,0.011451215811497929
11.0,82.0,0.03435364743449378
11.0,89.0,0.02186870084203477
11.0,92.0,0.023679004669221952
11.0,93.0,0.060245336588984975
11.0,96.0,0.1595122043303339
11.0,100.0,0.02500781616401777
11.0,101.0,0.01164050492949297
11.0,104.0,0.012503908082008885
12.0,13.0,0.03375103495971372
12.0,14.0,0.050011483546781
12.0,15.0,0.03739787960033829
12.0,16.0,0.008927059279779376
12.0,17.0,0.02777844759795795
12.0,18.0,0.04699274409727189
12.0,19.0,0.024029237339728816
12.0,20.0,0.03917971816562902
12.0,21.0,0.033789279770804724
12.0,22.0,0.055073691240431724
12.0,23.0,0.056450746062302215
12.0,24.0,0.041186447752891917
12.0,25.0,0.025738985981143558
12.0,26.0,0.00849075117984329
12.0,27.0,0.09408457677050368
12.0,28.0,0.043592128181634736
12.0,30.0,0.017250355522709437
12.0,31.0,0.021240568294759017
12.0,34.0,0.011379812366648649
12.0,36.0,0.01098039553414755
12.0,38.0,0.011946314428672724
12.0,39.0,0.01098039553414755
12.0,40.0,0.00940845767705037
12.0,41.0,0.030880282749398063
12.0,42.0,0.010886943659923836
12.0,44.0,0.0299850112406332
12.0,45.0,0.011709730320404808
12.0,46.0,0.024140227479263383
12.0,47.0,0.024395686735973317
12.0,48.0,0.005443471829961919
12.0,49.0,0.005299468410488266
12.0,50.0,0.035838943286018166
12.0,52.0,0.02521364528296496
12.0,54.0,0.008864147577797736
12.0,55.0,0.3825771329344351
12.0,56.0,0.02550514219562901
12.0,57.0,0.02208810106854913
12.0,58.0,0.010620284147379509
12.0,60.0,0.02550514219562901
12.0,61.0,0.048791373471946634
12.0,63.0,0.04986383946711771
12.0,64.0,0.02550514219562901
12.0,65.0,0.01260682264148248
12.0,66.0,0.02749546791747244
12.0,68.0,0.17635327745437432
12.0,69.0,0.013222147133698629
12.0,73.0,0.013937366833451512
12.0,74.0,0.028682864310588755
12.0,75.0,0.05736572862117751
12.0,77.0,0.01455710489137156
12.0,78.0,0.01374773395873622
12.0,79.0,0.029565619799454133
12.0,80.0,0.017930910821731094
12.0,85.0,0.03053524082762296
12.0,86.0,0.03053524082762296
12.0,87.0,0.030038699754960176
12.0,88.0,0.01580348853102535
12.0,91.0,0.016093484986175584
12.0,95.0,0.016400055104277726
12.0,98.0,0.01552862428461243
12.0,100.0,0.016400055104277726
12.0,102.0,0.016400055104277726
12.0,103.0,0.016724840200141814
12.0,105.0,0.0443484296991812
13.0,14.0,0.028735157634423938
13.0,15.0,0.22938166933354626
13.0,16.0,0.003590461753917974
13.0,18.0,0.04410110562857733
13.0,19.0,0.025772147337712832
13.0,21.0,0.0067950213450642
13.0,22.0,0.04430125886892159
13.0,23.0,0.06811344196266192
13.0,24.0,0.009465818525253416
13.0,25.0,0.02760590898707412
13.0,26.0,0.013659914835477457
13.0,27.0,0.022704480654220646
13.0,28.0,0.06311788807152441
13.0,29.0,0.006472796978171811
13.0,31.0,0.0256288590801314
13.0,32.0,0.008832626506143878
13.0,34.0,0.027461751819054483
13.0,38.0,0.028828834028413387
13.0,40.0,0.007568160218073549
13.0,44.0,0.01607995536210587
13.0,45.0,0.009419303165005123
13.0,46.0,0.10680115013983488
13.0,47.0,0.00981194113771371
13.0,50.0,0.16336339282767587
13.0,51.0,0.06942613481929752
13.0,52.0,0.010140923928935458
13.0,53.0,0.010140923928935458
13.0,54.0,0.007130317355740461
13.0,58.0,0.017085906053420932
13.0,59.0,0.010379566554199115
13.0,60.0,0.1230979672632916
13.0,61.0,0.11774329365256453
13.0,63.0,0.12033136751923736
13.0,64.0,0.030774491815822907
13.0,68.0,0.021824387319616497
13.0,69.0,0.010635890745287924
13.0,72.0,0.019026059766179763
13.0,74.0,0.011536243243422591
13.0,79.0,0.011891287353862351
13.0,80.0,0.028847237371512333
13.0,82.0,0.012081560033090223
13.0,84.0,0.007873039549695482
13.0,85.0,0.036843806309180605
13.0,89.0,0.011536243243422591
13.0,90.0,0.025891187912687245
13.0,92.0,0.012491220196364759
13.0,94.0,0.09234539199981244
13.0,95.0,0.013192198857116066
13.0,99.0,0.013192198857116066
13.0,100.0,0.02638439771423213
13.0,102.0,0.09234539199981244
13.0,103.0,0.0269069117598525
13.0,104.0,0.013192198857116066
13.0,105.0,0.10702158618476117
14.0,15.0,0.004776004499380438
14.0,17.0,0.014190108330361146
14.0,18.0,0.040008963011684384
14.0,19.0,0.11456567101575245
14.0,20.0,0.07338553717218055
14.0,21.0,0.08630315619002528
14.0,22.0,0.056266761639483256
14.0,23.0,0.192245492752125
14.0,24.0,0.036067437017462164
14.0,25.0,0.008765524617555745
14.0,26.0,0.06939750171322034
14.0,27.0,0.269143689852975
14.0,28.0,0.0712583545575941
14.0,30.0,0.008812026400729651
14.0,31.0,0.021700706206722785
14.0,32.0,0.033654796926352704
14.0,33.0,0.011316243621521513
14.0,34.0,0.01162633510691926
14.0,35.0,0.011122789304627258
14.0,36.0,0.011218265642117569
14.0,37.0,0.01051641579179665
14.0,38.0,0.024410218791907454
14.0,39.0,0.011218265642117569
14.0,40.0,0.0192245492752125
14.0,41.0,0.01051641579179665
14.0,43.0,0.021527789457354216
14.0,44.0,0.040846108604279764
14.0,45.0,0.011963400127375996
14.0,46.0,0.01233159059167475
14.0,47.0,0.037386261743704935
14.0,51.0,0.0881777150167727
14.0,52.0,0.02575985261284893
14.0,53.0,0.0386397789192734
14.0,54.0,0.009056173059469659
14.0,55.0,0.05211532854180754
14.0,57.0,0.0075221997406295935
14.0,58.0,0.010850353103361392
14.0,60.0,0.013028832135451885
14.0,61.0,0.012462087247901644
14.0,62.0,0.02205941986694528
14.0,65.0,0.02575985261284893
14.0,68.0,0.02771902267775251
14.0,69.0,0.05403432269582991
14.0,70.0,0.0284785885905587
14.0,74.0,0.014652112950409234
14.0,75.0,0.029304225900818468
14.0,76.0,0.011218265642117569
14.0,77.0,0.029744915680626833
14.0,81.0,0.06137886606124272
14.0,82.0,0.03068943303062136
14.0,83.0,0.03068943303062136
14.0,85.0,0.015598365376958252
14.0,87.0,0.04603414954593205
14.0,90.0,0.08221060394449832
14.0,91.0,0.01644212078889967
14.0,97.0,0.01404555337252126
14.0,99.0,0.03351066437142453
14.0,104.0,0.016755332185712266
15.0,16.0,0.0029838119751643037
15.0,18.0,0.09424212936563148
15.0,19.0,0.016063235132929468
15.0,21.0,0.01129384878631564
15.0,22.0,0.018408026012768097
15.0,23.0,0.018868297703498536
15.0,24.0,0.003933229847047204
15.0,25.0,0.01720618004029214
15.0,28.0,0.029140775257509806
15.0,32.0,0.014680505487867588
15.0,34.0,0.0076072577431273046
15.0,37.0,0.006881023532039753
15.0,38.0,0.007985957062499249
15.0,40.0,0.006289432567832845
15.0,41.0,0.013762047064079505
15.0,44.0,0.00668153104781061
15.0,46.0,0.2824050356609575
15.0,50.0,0.1996489265624812
15.0,51.0,0.016484511834894675
15.0,52.0,0.008427498280790527
15.0,55.0,0.017049858486761837
15.0,60.0,0.034099716973523674
15.0,61.0,0.2038525228292007
15.0,63.0,0.24166666666666664
15.0,64.0,0.008524929243380918
15.0,68.0,0.01813690625275029
15.0,70.0,0.02795084971874737
15.0,72.0,0.039528470752104736
15.0,84.0,0.11122758355042042
15.0,85.0,0.05103103630798287
15.0,89.0,0.01917412472118426
15.0,92.0,0.010380684981717495
15.0,94.0,0.0657793514480272
15.0,103.0,0.011180339887498949
15.0,105.0,0.23717082451262844
16.0,18.0,0.004999125229620528
16.0,22.0,0.011717565537287141
16.0,24.0,0.04131078448179975
16.0,30.0,0.05505319331958757
16.0,31.0,0.0135575305797014
16.0,32.0,0.007008618892186335
16.0,33.0,0.03534915349865432
16.0,36.0,0.042051713353118005
16.0,37.0,0.07884165279854435
16.0,44.0,0.025518633411698428
16.0,47.0,0.03892848632225431
16.0,48.0,0.8026060335082854
16.0,49.0,0.8151993238725773
16.0,52.0,0.008046742493087794
16.0,55.0,0.016279543016850147
16.0,56.0,0.016279543016850147
16.0,57.0,0.004699499271531262
16.0,58.0,0.0135575305797014
16.0,59.0,0.024708310555370042
16.0,63.0,0.007956831933771476
16.0,65.0,0.016093484986175587
16.0,73.0,0.08896008544727065
16.0,76.0,0.01401723778437267
16.0,79.0,0.01887128390240993
16.0,80.0,0.005722513362495608
16.0,82.0,0.01917324361810169
16.0,92.0,0.009911683890834213
16.0,93.0,0.02017425108896008
16.0,100.0,0.02093580976737759
17.0,18.0,0.0077779218147006265
17.0,19.0,0.00795431434727157
17.0,21.0,0.00838886027878148
17.0,22.0,0.009115425641634506
17.0,24.0,0.005843059572604036
17.0,25.0,0.008520286456846101
17.0,29.0,0.007991055024756402
17.0,32.0,0.0436176228988742
17.0,33.0,0.021999285034854363
17.0,34.0,0.09040846714944137
17.0,35.0,0.0973044052563452
17.0,36.0,0.0218088114494371
17.0,38.0,0.08304547985373997
17.0,39.0,0.01090440572471855
17.0,40.0,0.05606007876602323
17.0,41.0,0.06133315160574595
17.0,43.0,0.010462747009572409
17.0,45.0,0.02325738630154828
17.0,47.0,0.012113428212804356
17.0,52.0,0.01251957714590336
17.0,53.0,0.06259788572951679
17.0,56.0,0.06332158475140234
17.0,57.0,0.007311746800347169
17.0,58.0,0.010546786488216735
17.0,59.0,0.025628391481282986
17.0,62.0,0.021442250696755896
17.0,65.0,0.05007830858361344
17.0,67.0,0.01880609792558149
17.0,70.0,0.013840913308956662
17.0,71.0,0.06486960350423013
17.0,73.0,0.013840913308956662
17.0,76.0,0.0218088114494371
17.0,77.0,0.3469526992957244
17.0,79.0,0.014680505487867588
17.0,83.0,0.029830816982178838
17.0,88.0,0.01569412051435861
17.0,91.0,0.031964220099025616
17.0,97.0,0.013652592788242305
17.0,98.0,0.03084231693103158
17.0,99.0,0.048859675648834235
17.0,103.0,0.01660909597074799
17.0,104.0,0.032573117099222816
18.0,19.0,0.008970865086981309
18.0,20.0,0.021940519428930952
18.0,21.0,0.1324532357065044
18.0,22.0,0.030841094557532457
18.0,23.0,0.09483672283105904
18.0,24.0,0.006589794774581076
18.0,25.0,0.009609167675529232
18.0,26.0,0.047547940605401566
18.0,27.0,0.07376189553526813
18.0,28.0,0.029293746257419005
18.0,31.0,0.03568395510523549
18.0,32.0,0.012297974198582045
18.0,41.0,0.011528574397767909
18.0,44.0,0.02238868314198225
18.0,45.0,0.01311482458941056
18.0,46.0,0.14870296936986566
18.0,47.0,0.027323016288682497
18.0,50.0,0.05351918923323965
18.0,51.0,0.013809204416652688
18.0,52.0,0.014119562368122625
18.0,55.0,0.02856559945200212
18.0,56.0,0.01428279972600106
18.0,59.0,0.014451832825402
18.0,61.0,0.013661508144341248
18.0,63.0,0.027923593886113037
18.0,64.0,0.12854519753400953
18.0,65.0,0.0564782494724905
18.0,68.0,0.0911605688194146
18.0,69.0,0.01480872194397731
18.0,70.0,0.07804881763180782
18.0,72.0,0.013245323570650436
18.0,74.0,0.032124628310161774
18.0,80.0,0.04016501554191853
18.0,81.0,0.016821577756312225
18.0,82.0,0.05046473326893667
18.0,83.0,0.016821577756312225
18.0,84.0,0.010961907783514043
18.0,85.0,0.08549819600709617
18.0,99.0,0.146943671674129
18.0,103.0,0.01873171623163388
18.0,105.0,0.033113308926626096
19.0,20.0,0.09723176722920453
19.0,21.0,0.058053039555308265
19.0,22.0,0.0420540373583895
19.0,23.0,0.09698748882221124
19.0,24.0,0.047174695579181684
19.0,25.0,0.009827090336950416
19.0,26.0,0.00972525245563476
19.0,27.0,0.07543471352838653
19.0,28.0,0.06990220532097352
19.0,29.0,0.009216687726822185
19.0,31.0,0.024328811973441385
19.0,32.0,0.02515375056233372
19.0,33.0,0.0761203144333696
19.0,34.0,0.01303436478342958
19.0,35.0,0.01246983609817497
19.0,38.0,0.013683232646016449
19.0,39.0,0.03773062584350057
19.0,41.0,0.011790026554706713
19.0,44.0,0.03434464136606415
19.0,50.0,0.013683232646016449
19.0,51.0,0.056489512459834
19.0,52.0,0.014439774556447694
19.0,53.0,0.014439774556447694
19.0,54.0,0.0406117532699515
19.0,55.0,0.014606713912321522
19.0,56.0,0.014606713912321522
19.0,59.0,0.029559160898273963
19.0,60.0,0.029213427824643045
19.0,61.0,0.013971332295024315
19.0,62.0,0.03709645251221234
19.0,63.0,0.014278431229270644
19.0,64.0,0.043820141736964566
19.0,65.0,0.04331932366934308
19.0,68.0,0.015537994118497432
19.0,69.0,0.09086737992230738
19.0,73.0,0.015963771420352522
19.0,74.0,0.03285317054554651
19.0,75.0,0.049279755818319775
19.0,81.0,0.08601533962316438
19.0,82.0,0.03440613584926575
19.0,83.0,0.03440613584926575
19.0,85.0,0.017487435419566724
19.0,86.0,0.017487435419566724
19.0,87.0,0.05160920377389863
19.0,90.0,0.03686675090728874
19.0,102.0,0.037569037838267226
19.0,104.0,0.018784518919133613
19.0,105.0,0.01693213653696491
20.0,21.0,0.01577593229640665
20.0,22.0,0.008571148701754475
20.0,23.0,0.04392730248574312
20.0,24.0,0.03296504262483494
20.0,25.0,0.04005772471535283
20.0,26.0,0.047571129068426136
20.0,27.0,0.008785460497148623
20.0,28.0,0.016282240225645905
20.0,32.0,0.02050661957987655
20.0,33.0,0.041371440189206056
20.0,36.0,0.02050661957987655
20.0,37.0,0.009611830601359905
20.0,39.0,0.02050661957987655
20.0,41.0,0.01922366120271981
20.0,44.0,0.03733266964732787
20.0,45.0,0.010934350421017385
20.0,47.0,0.01139014222503787
20.0,52.0,0.023544080467400558
20.0,53.0,0.03531612070110083
20.0,55.0,0.011908137705738524
20.0,57.0,0.02062549952986581
20.0,58.0,0.02975113139092572
20.0,65.0,0.011772040233700277
20.0,66.0,0.025674808298154845
20.0,69.0,0.13581281953931856
20.0,73.0,0.01301448015738384
20.0,75.0,0.013391789600139505
20.0,80.0,0.00837179238667738
20.0,81.0,0.09817372485431253
20.0,82.0,0.02804963567266072
20.0,83.0,0.01402481783633036
20.0,85.0,0.014256648712805029
20.0,86.0,0.014256648712805029
20.0,87.0,0.05609927134532144
20.0,91.0,0.030055654488914414
20.0,93.0,0.014757033402523882
20.0,94.0,0.015314097295792225
20.0,95.0,0.03062819459158445
20.0,97.0,0.025674808298154845
20.0,102.0,0.015314097295792225
21.0,22.0,0.04435145861179045
21.0,23.0,0.10228593653687958
21.0,24.0,0.014214817002999845
21.0,25.0,0.010363946430143024
21.0,26.0,0.030769635369331638
21.0,27.0,0.11365104059653285
21.0,28.0,0.04212627318711347
21.0,31.0,0.07697370086861781
21.0,32.0,0.06631976363466137
21.0,34.0,0.013746434980705376
21.0,35.0,0.013151065969976049
21.0,38.0,0.028861501272920306
21.0,39.0,0.013263952726932277
21.0,41.0,0.012434118282549846
21.0,44.0,0.02414726442081476
21.0,45.0,0.014144964899666775
21.0,46.0,0.014580296087995109
21.0,47.0,0.029469178464536956
21.0,50.0,0.028861501272920306
21.0,51.0,0.059575546873449924
21.0,54.0,0.021415191114167467
21.0,55.0,0.030809363772410975
21.0,56.0,0.030809363772410975
21.0,59.0,0.031173984319427483
21.0,60.0,0.015404681886205487
21.0,62.0,0.026082026547865053
21.0,64.0,0.10783277320343844
21.0,65.0,0.12182898077463453
21.0,66.0,0.03321361106966265
21.0,67.0,0.011437725271791935
21.0,68.0,0.04916051440083466
21.0,70.0,0.10101525445522108
21.0,74.0,0.017323973216880926
21.0,75.0,0.05197191965064277
21.0,76.0,0.013263952726932277
21.0,80.0,0.010829972051127193
21.0,81.0,0.036285750571483005
21.0,82.0,0.036285750571483005
21.0,85.0,0.01844277783908294
21.0,86.0,0.01844277783908294
21.0,87.0,0.018142875285741503
21.0,90.0,0.01944039478399348
21.0,97.0,0.016606805534831327
21.0,99.0,0.15848577035006547
22.0,23.0,0.04939777634739962
22.0,24.0,0.023168959148365063
22.0,28.0,0.0228874303561587
22.0,29.0,0.01056207084207463
22.0,31.0,0.0975805247114082
22.0,33.0,0.02907726280112896
22.0,34.0,0.014937023831607362
22.0,35.0,0.014290089472673803
22.0,36.0,0.014412753434733406
22.0,38.0,0.015680608569955762
22.0,42.0,0.028580178945347607
22.0,44.0,0.013119338382209642
22.0,46.0,0.031686212526223896
22.0,47.0,0.06404305140067547
22.0,49.0,0.006956027339634046
22.0,50.0,0.031361217139911524
22.0,51.0,0.04855157162632396
22.0,52.0,0.01654758480803738
22.0,54.0,0.04653995315581548
22.0,55.0,0.0167388927220441
22.0,58.0,0.027880149917545203
22.0,59.0,0.050810979067557695
22.0,60.0,0.0167388927220441
22.0,61.0,0.016010762850168867
22.0,62.0,0.01417050503162839
22.0,63.0,0.016362689789127197
22.0,64.0,0.0167388927220441
22.0,65.0,0.01654758480803738
22.0,66.0,0.01804513318462704
22.0,68.0,0.017806114244894068
22.0,69.0,0.01735525336251558
22.0,70.0,0.018294043331615058
22.0,72.0,0.03104602102825332
22.0,73.0,0.018294043331615058
22.0,74.0,0.2823662293116957
22.0,75.0,0.15059532229957107
22.0,76.0,0.014412753434733406
22.0,79.0,0.03880752628531664
22.0,82.0,0.05914272920158134
22.0,84.0,0.012846934910327694
22.0,87.0,0.01971424306719378
22.0,89.0,0.018824415287446383
22.0,90.0,0.04224828336829852
22.0,91.0,0.02112414168414926
22.0,92.0,0.0203827113785394
22.0,95.0,0.04305308489096176
22.0,96.0,0.04224828336829852
22.0,98.0,0.0203827113785394
22.0,99.0,0.04305308489096176
22.0,100.0,0.04305308489096176
22.0,103.0,0.021952851997938068
23.0,24.0,0.01583218169394616
23.0,25.0,0.023086316610860545
23.0,26.0,0.04569414742573887
23.0,27.0,0.16455696202531644
23.0,28.0,0.07037911332728823
23.0,31.0,0.10002041441278796
23.0,32.0,0.014773127892422912
23.0,33.0,0.014902153293189087
23.0,41.0,0.013848874720779206
23.0,44.0,0.013447372472027637
23.0,46.0,0.03247849012308155
23.0,47.0,0.04923328113088756
23.0,51.0,0.11611961267111805
23.0,55.0,0.06862971855589194
23.0,58.0,0.01428863063039828
23.0,59.0,0.052081449634411095
23.0,60.0,0.03431485927794597
23.0,63.0,0.016771820180887586
23.0,64.0,0.1029445778338379
23.0,68.0,0.03650267163704923
23.0,69.0,0.0889460083706025
23.0,74.0,0.019295098316976827
23.0,80.0,0.012062208413771331
23.0,81.0,0.020207175225248872
23.0,82.0,0.020207175225248872
23.0,87.0,0.020207175225248872
23.0,90.0,0.06495698024616309
23.0,91.0,0.021652326748721036
23.0,102.0,0.022064789082034398
23.0,103.0,0.02250175801852048
24.0,25.0,0.0072187584947354545
24.0,27.0,0.047496545081838495
24.0,28.0,0.029342045954286657
24.0,29.0,0.02708148212341292
24.0,30.0,0.050799381951524135
24.0,32.0,0.01847737675347874
24.0,33.0,0.03727750857387164
24.0,34.0,0.019149499654047532
24.0,36.0,0.01847737675347874
24.0,37.0,0.017321374166049876
24.0,38.0,0.020102786992294053
24.0,39.0,0.00923868837673937
24.0,40.0,0.007916090846973083
24.0,41.0,0.017321374166049876
24.0,42.0,0.009160059811721822
24.0,45.0,0.009852336290568343
24.0,47.0,0.020526049976004702
24.0,48.0,0.009160059811721822
24.0,49.0,0.026753209602304026
24.0,51.0,0.031121939502245087
24.0,52.0,0.010607132087662173
24.0,55.0,0.010729761966090035
24.0,56.0,0.032189285898270116
24.0,57.0,0.006194830959462691
24.0,58.0,0.03574279101510771
24.0,59.0,0.021713491635397368
24.0,62.0,0.009083405243909494
24.0,63.0,0.010488612925459207
24.0,64.0,0.032189285898270116
24.0,65.0,0.010607132087662173
24.0,68.0,0.011413859361026322
24.0,69.0,0.033374561961748865
24.0,71.0,0.018320119623443643
24.0,73.0,0.0351798772365146
24.0,75.0,0.024133196686197626
24.0,81.0,0.02527396990531627
24.0,82.0,0.02527396990531627
24.0,95.0,0.013798683116522041
24.0,97.0,0.011567072382419582
24.0,98.0,0.026130956801846985
24.0,99.0,0.013798683116522041
24.0,101.0,0.0128458748884677
24.0,102.0,0.013798683116522041
24.0,103.0,0.02814390178921168
25.0,27.0,0.023086316610860545
25.0,28.0,0.010696563746013956
25.0,32.0,0.013471755760359808
25.0,33.0,0.013589415249850587
25.0,34.0,0.013961796943056515
25.0,36.0,0.026943511520719617
25.0,38.0,0.029313667202432975
25.0,39.0,0.013471755760359808
25.0,41.0,0.08840244354947628
25.0,44.0,0.01226278678969932
25.0,46.0,0.01480872194397731
25.0,50.0,0.029313667202432975
25.0,51.0,0.03025445104080258
25.0,52.0,0.09280323373346193
25.0,53.0,0.061868822488974615
25.0,56.0,0.07823011594259388
25.0,59.0,0.03166237934306518
25.0,60.0,0.015646023188518772
25.0,61.0,0.08979259416235494
25.0,63.0,0.015294382258037453
25.0,64.0,0.015646023188518772
25.0,66.0,0.016866980208001866
25.0,67.0,0.01161691725595538
25.0,69.0,0.03244428422615251
25.0,71.0,0.026714200869573303
25.0,74.0,0.017595383576944672
25.0,75.0,0.017595383576944672
25.0,76.0,0.013471755760359808
25.0,78.0,0.016866980208001866
25.0,80.0,0.01099964251742718
25.0,83.0,0.01842711517991869
25.0,87.0,0.01842711517991869
25.0,91.0,0.19744962591969747
25.0,92.0,0.01905193970527871
25.0,94.0,0.0402421818292767
25.0,95.0,0.0402421818292767
25.0,97.0,0.016866980208001866
25.0,99.0,0.02012109091463835
25.0,102.0,0.02012109091463835
25.0,103.0,0.1231174022502185
25.0,105.0,0.03627381250550058
26.0,27.0,0.034270610569304145
26.0,28.0,0.010585715534396727
26.0,31.0,0.0902643643447882
26.0,41.0,0.012498047332644495
26.0,47.0,0.01481034597446352
26.0,54.0,0.010762647825142238
26.0,59.0,0.015667131465128083
26.0,64.0,0.015483883857556963
26.0,69.0,0.032108064953396784
26.0,70.0,0.050767308256680965
26.0,74.0,0.01741304307502878
26.0,76.0,0.01333214830614943
26.0,85.0,0.01853759994400162
26.0,102.0,0.019912576573338173
27.0,28.0,0.09383881776971764
27.0,36.0,0.014773127892422912
27.0,39.0,0.014773127892422912
27.0,41.0,0.013848874720779206
27.0,44.0,0.013447372472027637
27.0,45.0,0.031508763608951794
27.0,47.0,0.04923328113088756
27.0,50.0,0.0321453685978864
27.0,51.0,0.13270812876699206
27.0,55.0,0.03431485927794597
27.0,59.0,0.03472096642294073
27.0,60.0,0.03431485927794597
27.0,62.0,0.014524822344353169
27.0,64.0,0.03431485927794597
27.0,65.0,0.016961338288818958
27.0,68.0,0.054754007455573864
27.0,69.0,0.071156806696482
27.0,75.0,0.03859019663395365
27.0,79.0,0.01988893210439325
27.0,80.0,0.012062208413771331
27.0,82.0,0.04041435045049775
27.0,83.0,0.020207175225248872
27.0,85.0,0.04108240150088805
27.0,90.0,0.04330465349744207
27.0,99.0,0.022064789082034398
28.0,31.0,0.026481357066618805
28.0,38.0,0.014893886718362484
28.0,44.0,0.024922239313961345
28.0,46.0,0.015048231635721153
28.0,47.0,0.01520747661681184
28.0,50.0,0.02978777343672497
28.0,51.0,0.12297509238026913
28.0,52.0,0.01571736533654829
28.0,54.0,0.011051241842563382
28.0,55.0,0.01589907501872234
28.0,59.0,0.03217447260438935
28.0,60.0,0.01589907501872234
28.0,61.0,0.03041495323362368
28.0,63.0,0.03108349360801046
28.0,64.0,0.01589907501872234
28.0,67.0,0.01180480411624714
28.0,69.0,0.08242255917447337
28.0,82.0,0.018725147156828457
28.0,83.0,0.018725147156828457
28.0,84.0,0.012202383114084505
28.0,85.0,0.05710402407201608
28.0,86.0,0.019034674690672024
28.0,87.0,0.05617544147048538
28.0,90.0,0.06019292654288461
28.0,99.0,0.02044652050273827
28.0,102.0,0.02044652050273827
28.0,105.0,0.03686048903872429
29.0,30.0,0.17864740025262407
29.0,32.0,0.01263496739298172
29.0,33.0,0.038235955645093626
29.0,34.0,0.026189140043946204
29.0,36.0,0.06317483696490861
29.0,38.0,0.013746434980705376
29.0,41.0,0.011844484241978356
29.0,42.0,0.06263716900023572
29.0,44.0,0.011501092655705905
29.0,46.0,0.013888888888888888
29.0,50.0,0.013746434980705376
29.0,52.0,0.014506471329641488
29.0,53.0,0.014506471329641488
29.0,54.0,0.020399668712070152
29.0,56.0,0.02934836354418746
29.0,57.0,0.01694428559251163
29.0,62.0,0.012422599874998832
29.0,64.0,0.01467418177209373
29.0,65.0,0.04351941398892446
29.0,69.0,0.015214515486254609
29.0,72.0,0.0408248290463863
29.0,74.0,0.03300491809922247
29.0,83.0,0.017282528245507092
29.0,93.0,0.018184824186332698
29.0,96.0,0.14814814814814814
29.0,101.0,0.2459549291242073
30.0,32.0,0.013543224462197159
30.0,33.0,0.013661508144341243
30.0,35.0,0.013427960881291645
30.0,36.0,0.027086448924394317
30.0,37.0,0.025391835805951272
30.0,40.0,0.046417582596952375
30.0,42.0,0.28198717850712457
30.0,46.0,0.01488728335438534
30.0,47.0,0.015044825131628671
30.0,48.0,0.04028388264387494
30.0,49.0,0.06536366562603768
30.0,55.0,0.03145805309302787
30.0,56.0,0.03145805309302787
30.0,65.0,0.015549260339278071
30.0,72.0,0.04375949744936836
30.0,73.0,0.12033247873019255
30.0,75.0,0.017688728441930625
30.0,83.0,0.037049744890228636
30.0,96.0,0.13894797797426314
31.0,33.0,0.016821577756312225
31.0,36.0,0.01667593364912675
31.0,38.0,0.036285750571483
31.0,44.0,0.015179418517972906
31.0,47.0,0.018524872445114318
31.0,48.0,0.016534008228581133
